"","V1","pred.baru.label"
"1705","PDS-8653","DESA"
"1706","PDS-8657","DESA"
"1707","PDS-8660","DESA"
"1708","PDS-8663","DESA"
"1709","PDS-8667","DESA"
"1710","PDS-8681","DESA"
"1711","PDS-8683","DESA"
"1712","PDS-8691","DESA"
"1713","PDS-8692","DESA"
"1714","PDS-8703","DESA"
"1715","PDS-8706","DESA"
"1716","PDS-8707","DESA"
"1717","PDS-8708","KELURAHAN"
"1718","PDS-8712","DESA"
"1719","PDS-8713","DESA"
"1720","PDS-8717","DESA"
"1721","PDS-8718","DESA"
"1722","PDS-8735","KELURAHAN"
"1723","PDS-8753","DESA"
"1724","PDS-8755","KELURAHAN"
"1725","PDS-8756","DESA"
"1726","PDS-8768","DESA"
"1727","PDS-8771","DESA"
"1728","PDS-8783","DESA"
"1729","PDS-8784","DESA"
"1730","PDS-8788","DESA"
"1731","PDS-8793","DESA"
"1732","PDS-8796","DESA"
"1733","PDS-8801","DESA"
"1734","PDS-8809","DESA"
"1735","PDS-8812","DESA"
"1736","PDS-8821","KELURAHAN"
"1737","PDS-8838","DESA"
"1738","PDS-8839","DESA"
"1739","PDS-8842","DESA"
"1740","PDS-8854","KELURAHAN"
"1741","PDS-8860","DESA"
"1742","PDS-8885","DESA"
"1743","PDS-8895","DESA"
"1744","PDS-8906","DESA"
"1745","PDS-8907","DESA"
"1746","PDS-8913","DESA"
"1747","PDS-8921","KELURAHAN"
"1748","PDS-8922","DESA"
"1749","PDS-8925","KELURAHAN"
"1750","PDS-8928","DESA"
"1751","PDS-8934","DESA"
"1752","PDS-8943","DESA"
"1753","PDS-8947","DESA"
"1754","PDS-8965","DESA"
"1755","PDS-8985","DESA"
"1756","PDS-8988","KELURAHAN"
"1757","PDS-8997","KELURAHAN"
"1758","PDS-9006","DESA"
"1759","PDS-9008","KELURAHAN"
"1760","PDS-9012","DESA"
"1761","PDS-9014","KELURAHAN"
"1762","PDS-9018","KELURAHAN"
"1763","PDS-9019","DESA"
"1764","PDS-9029","DESA"
"1765","PDS-9032","KELURAHAN"
"1766","PDS-9033","DESA"
"1767","PDS-9047","KELURAHAN"
"1768","PDS-9065","DESA"
"1769","PDS-9066","DESA"
"1770","PDS-9068","DESA"
"1771","PDS-9075","DESA"
"1772","PDS-9077","DESA"
"1773","PDS-9078","DESA"
"1774","PDS-9079","DESA"
"1775","PDS-9084","DESA"
"1776","PDS-9088","DESA"
"1777","PDS-9095","DESA"
"1778","PDS-9102","KELURAHAN"
"1779","PDS-9105","DESA"
"1780","PDS-9106","DESA"
"1781","PDS-9107","DESA"
"1782","PDS-9109","DESA"
"1783","PDS-9111","DESA"
"1784","PDS-9112","KELURAHAN"
"1785","PDS-9123","KELURAHAN"
"1786","PDS-9128","KELURAHAN"
"1787","PDS-9131","DESA"
"1788","PDS-9132","DESA"
"1789","PDS-9136","DESA"
"1790","PDS-9147","DESA"
"1791","PDS-9152","DESA"
"1792","PDS-9156","DESA"
"1793","PDS-9161","DESA"
"1794","PDS-9169","DESA"
"1795","PDS-9172","DESA"
"1796","PDS-9178","DESA"
"1797","PDS-9182","KELURAHAN"
"1798","PDS-9185","DESA"
"1799","PDS-9201","DESA"
"1800","PDS-9204","DESA"
"1801","PDS-9205","DESA"
"1802","PDS-9207","DESA"
"1803","PDS-9208","DESA"
"1804","PDS-9209","DESA"
"1805","PDS-9219","DESA"
"1806","PDS-9224","DESA"
"1807","PDS-9228","DESA"
"1808","PDS-9236","DESA"
"1809","PDS-9257","DESA"
"1810","PDS-9260","KELURAHAN"
"1811","PDS-9269","DESA"
"1812","PDS-9276","DESA"
"1813","PDS-9278","DESA"
"1814","PDS-9281","DESA"
"1815","PDS-9284","KELURAHAN"
"1816","PDS-9289","KELURAHAN"
"1817","PDS-9303","DESA"
"1818","PDS-9307","KELURAHAN"
"1819","PDS-9311","DESA"
"1820","PDS-9313","DESA"
"1821","PDS-9324","DESA"
"1822","PDS-9325","DESA"
"1823","PDS-9334","DESA"
"1824","PDS-9338","DESA"
"1825","PDS-9340","KELURAHAN"
"1826","PDS-9343","DESA"
"1827","PDS-9347","DESA"
"1828","PDS-9349","KELURAHAN"
"1829","PDS-9360","DESA"
"1830","PDS-9370","DESA"
"1831","PDS-9371","DESA"
"1832","PDS-9375","DESA"
"1833","PDS-9389","KELURAHAN"
"1834","PDS-9429","DESA"
"1835","PDS-9430","DESA"
"1836","PDS-9436","DESA"
"1837","PDS-9440","DESA"
"1838","PDS-9447","DESA"
"1839","PDS-9448","DESA"
"1840","PDS-9462","DESA"
"1841","PDS-9472","DESA"
"1842","PDS-9473","DESA"
"1843","PDS-9475","KELURAHAN"
"1844","PDS-9487","DESA"
"1845","PDS-9494","DESA"
"1846","PDS-9497","KELURAHAN"
"1847","PDS-9500","DESA"
"1848","PDS-9504","DESA"
"1849","PDS-9511","DESA"
"1850","PDS-9517","DESA"
"1851","PDS-9519","DESA"
"1852","PDS-9520","DESA"
"1853","PDS-9522","DESA"
"1854","PDS-9524","DESA"
"1855","PDS-9525","KELURAHAN"
"1856","PDS-9529","DESA"
"1857","PDS-9541","DESA"
"1858","PDS-9551","KELURAHAN"
"1859","PDS-9557","KELURAHAN"
"1860","PDS-9558","KELURAHAN"
"1861","PDS-9570","KELURAHAN"
"1862","PDS-9577","DESA"
"1863","PDS-9581","DESA"
"1864","PDS-9584","DESA"
"1865","PDS-9588","DESA"
"1866","PDS-9589","DESA"
"1867","PDS-9592","DESA"
"1868","PDS-9597","DESA"
"1869","PDS-9601","DESA"
"1870","PDS-9638","DESA"
"1871","PDS-9642","KELURAHAN"
"1872","PDS-9650","DESA"
"1873","PDS-9651","DESA"
"1874","PDS-9655","DESA"
"1875","PDS-9663","DESA"
"1876","PDS-9668","DESA"
"1877","PDS-9687","DESA"
"1878","PDS-9690","KELURAHAN"
"1879","PDS-9693","DESA"
"1880","PDS-9701","KELURAHAN"
"1881","PDS-9715","DESA"
"1882","PDS-9716","DESA"
"1883","PDS-9733","KELURAHAN"
"1884","PDS-9739","DESA"
"1885","PDS-9742","KELURAHAN"
"1886","PDS-9745","KELURAHAN"
"1887","PDS-9753","DESA"
"1888","PDS-9763","KELURAHAN"
"1889","PDS-9765","KELURAHAN"
"1890","PDS-9766","DESA"
"1891","PDS-9767","DESA"
"1892","PDS-9769","DESA"
"1893","PDS-9785","KELURAHAN"
"1894","PDS-9789","KELURAHAN"
"1895","PDS-9790","KELURAHAN"
"1896","PDS-9795","DESA"
"1897","PDS-9796","DESA"
"1898","PDS-9798","DESA"
"1899","PDS-9803","DESA"
"1900","PDS-9814","DESA"
"1901","PDS-9818","KELURAHAN"
"1902","PDS-9822","KELURAHAN"
"1903","PDS-9824","DESA"
"1904","PDS-9833","DESA"
"1905","PDS-9834","KELURAHAN"
"1906","PDS-9837","DESA"
"1907","PDS-9848","DESA"
"1908","PDS-9853","DESA"
"1909","PDS-9861","DESA"
"1910","PDS-9866","DESA"
"1911","PDS-9867","DESA"
"1912","PDS-9868","KELURAHAN"
"1913","PDS-9874","DESA"
"1914","PDS-9875","DESA"
"1915","PDS-9880","DESA"
"1916","PDS-9883","DESA"
"1917","PDS-9885","DESA"
"1918","PDS-9886","DESA"
"1919","PDS-9901","DESA"
"1920","PDS-9904","DESA"
"1921","PDS-9908","DESA"
"1922","PDS-9909","DESA"
"1923","PDS-9912","DESA"
"1924","PDS-9915","KELURAHAN"
"1925","PDS-9916","KELURAHAN"
"1926","PDS-9917","KELURAHAN"
"1927","PDS-9918","DESA"
"1928","PDS-9942","DESA"
"1929","PDS-9945","DESA"
"1930","PDS-9950","DESA"
"1931","PDS-9952","KELURAHAN"
"1932","PDS-9957","KELURAHAN"
"1933","PDS-9960","DESA"
"1934","PDS-9969","DESA"
"1935","PDS-9985","DESA"
"1936","PDS-9992","KELURAHAN"
"1937","PDS-9997","KELURAHAN"
"1938","PDS-10007","DESA"
"1939","PDS-10015","DESA"
"1940","PDS-10016","DESA"
"1941","PDS-10021","DESA"
"1942","PDS-10029","DESA"
"1943","PDS-10041","DESA"
"1944","PDS-10048","DESA"
"1945","PDS-10054","DESA"
"1946","PDS-10056","KELURAHAN"
"1947","PDS-10059","DESA"
"1948","PDS-10061","DESA"
"1949","PDS-10067","DESA"
"1950","PDS-10071","DESA"
"1951","PDS-10078","DESA"
"1952","PDS-10082","KELURAHAN"
"1953","PDS-10089","DESA"
"1954","PDS-10094","DESA"
"1955","PDS-10097","DESA"
"1956","PDS-10103","DESA"
"1957","PDS-10104","DESA"
"1958","PDS-10107","KELURAHAN"
"1959","PDS-10113","DESA"
"1960","PDS-10124","DESA"
"1961","PDS-10136","DESA"
"1962","PDS-10137","DESA"
"1963","PDS-10143","DESA"
"1964","PDS-10146","KELURAHAN"
"1965","PDS-10148","DESA"
"1966","PDS-10151","DESA"
"1967","PDS-10161","DESA"
"1968","PDS-10162","DESA"
"1969","PDS-10166","DESA"
"1970","PDS-10168","KELURAHAN"
"1971","PDS-10174","DESA"
"1972","PDS-10177","KELURAHAN"
"1973","PDS-10178","KELURAHAN"
"1974","PDS-10179","DESA"
"1975","PDS-10180","KELURAHAN"
"1976","PDS-10182","DESA"
"1977","PDS-10184","KELURAHAN"
"1978","PDS-10189","KELURAHAN"
"1979","PDS-10196","DESA"
"1980","PDS-10198","DESA"
"1981","PDS-10208","DESA"
"1982","PDS-10210","KELURAHAN"
"1983","PDS-10212","DESA"
"1984","PDS-10214","DESA"
"1985","PDS-10223","DESA"
"1986","PDS-10226","DESA"
"1987","PDS-10231","DESA"
"1988","PDS-10234","KELURAHAN"
"1989","PDS-10239","DESA"
"1990","PDS-10249","DESA"
"1991","PDS-10254","DESA"
"1992","PDS-10259","DESA"
"1993","PDS-10268","DESA"
"1994","PDS-10272","DESA"
"1995","PDS-10279","KELURAHAN"
"1996","PDS-10289","KELURAHAN"
"1997","PDS-10294","DESA"
"1998","PDS-10296","DESA"
"1999","PDS-10315","DESA"
"2000","PDS-10321","KELURAHAN"
"2001","PDS-10327","DESA"
"2002","PDS-10333","DESA"
"2003","PDS-10336","DESA"
"2004","PDS-10341","DESA"
"2005","PDS-10344","KELURAHAN"
"2006","PDS-10345","DESA"
"2007","PDS-10346","KELURAHAN"
"2008","PDS-10351","DESA"
"2009","PDS-10358","DESA"
"2010","PDS-10362","DESA"
"2011","PDS-10381","DESA"
"2012","PDS-10383","DESA"
"2013","PDS-10396","DESA"
"2014","PDS-10397","KELURAHAN"
"2015","PDS-10404","DESA"
"2016","PDS-10410","DESA"
"2017","PDS-10411","DESA"
"2018","PDS-10413","DESA"
"2019","PDS-10427","DESA"
"2020","PDS-10434","DESA"
"2021","PDS-10443","KELURAHAN"
"2022","PDS-10450","DESA"
"2023","PDS-10452","DESA"
"2024","PDS-10454","KELURAHAN"
"2025","PDS-10458","DESA"
"2026","PDS-10474","KELURAHAN"
"2027","PDS-10479","DESA"
"2028","PDS-10486","DESA"
"2029","PDS-10488","DESA"
"2030","PDS-10489","DESA"
"2031","PDS-10493","DESA"
"2032","PDS-10504","DESA"
"2033","PDS-10517","KELURAHAN"
"2034","PDS-10518","DESA"
"2035","PDS-10519","DESA"
"2036","PDS-10522","DESA"
"2037","PDS-10527","DESA"
"2038","PDS-10532","DESA"
"2039","PDS-10536","DESA"
"2040","PDS-10540","DESA"
"2041","PDS-10542","KELURAHAN"
"2042","PDS-10553","DESA"
"2043","PDS-10555","KELURAHAN"
"2044","PDS-10556","DESA"
"2045","PDS-10559","DESA"
"2046","PDS-10562","DESA"
"2047","PDS-10569","DESA"
"2048","PDS-10577","DESA"
"2049","PDS-10579","DESA"
"2050","PDS-10583","DESA"
"2051","PDS-10588","DESA"
"2052","PDS-10590","KELURAHAN"
"2053","PDS-10593","DESA"
"2054","PDS-10594","DESA"
"2055","PDS-10596","KELURAHAN"
"2056","PDS-10602","DESA"
"2057","PDS-10603","DESA"
"2058","PDS-10617","DESA"
"2059","PDS-10618","DESA"
"2060","PDS-10624","DESA"
"2061","PDS-10626","DESA"
"2062","PDS-10627","DESA"
"2063","PDS-10628","DESA"
"2064","PDS-10635","DESA"
"2065","PDS-10637","DESA"
"2066","PDS-10641","DESA"
"2067","PDS-10643","DESA"
"2068","PDS-10648","DESA"
"2069","PDS-10652","DESA"
"2070","PDS-10656","DESA"
"2071","PDS-10660","DESA"
"2072","PDS-10675","DESA"
"2073","PDS-10678","DESA"
"2074","PDS-10683","DESA"
"2075","PDS-10686","DESA"
"2076","PDS-10693","DESA"
"2077","PDS-10694","DESA"
"2078","PDS-10696","DESA"
"2079","PDS-10699","KELURAHAN"
"2080","PDS-10700","KELURAHAN"
"2081","PDS-10702","KELURAHAN"
"2082","PDS-10705","DESA"
"2083","PDS-10707","DESA"
"2084","PDS-10717","KELURAHAN"
"2085","PDS-10718","DESA"
"2086","PDS-10721","KELURAHAN"
"2087","PDS-10725","DESA"
"2088","PDS-10729","KELURAHAN"
"2089","PDS-10730","DESA"
"2090","PDS-10737","DESA"
"2091","PDS-10739","KELURAHAN"
"2092","PDS-10745","DESA"
"2093","PDS-10746","DESA"
"2094","PDS-10749","DESA"
"2095","PDS-10750","DESA"
"2096","PDS-10752","DESA"
"2097","PDS-10755","DESA"
"2098","PDS-10757","DESA"
"2099","PDS-10758","DESA"
"2100","PDS-10759","DESA"
"2101","PDS-10760","DESA"
"2102","PDS-10774","KELURAHAN"
"2103","PDS-10776","DESA"
"2104","PDS-10777","KELURAHAN"
"2105","PDS-10786","KELURAHAN"
"2106","PDS-10788","KELURAHAN"
"2107","PDS-10790","DESA"
"2108","PDS-10794","DESA"
"2109","PDS-10800","DESA"
"2110","PDS-10801","DESA"
"2111","PDS-10806","DESA"
"2112","PDS-10809","DESA"
"2113","PDS-10817","KELURAHAN"
"2114","PDS-10818","DESA"
"2115","PDS-10823","DESA"
"2116","PDS-10826","DESA"
"2117","PDS-10829","KELURAHAN"
"2118","PDS-10832","DESA"
"2119","PDS-10838","DESA"
"2120","PDS-10848","KELURAHAN"
"2121","PDS-10850","DESA"
"2122","PDS-10852","DESA"
"2123","PDS-10859","DESA"
"2124","PDS-10861","DESA"
"2125","PDS-10875","KELURAHAN"
"2126","PDS-10879","KELURAHAN"
"2127","PDS-10887","DESA"
"2128","PDS-10894","DESA"
"2129","PDS-10897","KELURAHAN"
"2130","PDS-10901","DESA"
"2131","PDS-10914","DESA"
"2132","PDS-10917","DESA"
"2133","PDS-10922","DESA"
"2134","PDS-10923","DESA"
"2135","PDS-10939","DESA"
"2136","PDS-10955","KELURAHAN"
"2137","PDS-10965","DESA"
"2138","PDS-10966","KELURAHAN"
"2139","PDS-10967","DESA"
"2140","PDS-10974","DESA"
"2141","PDS-10976","DESA"
"2142","PDS-10984","DESA"
"2143","PDS-10986","DESA"
"2144","PDS-10997","DESA"
"2145","PDS-10998","DESA"
"2146","PDS-10999","DESA"
"2147","PDS-11002","DESA"
"2148","PDS-11003","DESA"
"2149","PDS-11004","DESA"
"2150","PDS-11006","DESA"
"2151","PDS-11017","DESA"
"2152","PDS-11023","DESA"
"2153","PDS-11024","DESA"
"2154","PDS-11031","DESA"
"2155","PDS-11034","DESA"
"2156","PDS-11036","DESA"
"2157","PDS-11047","DESA"
"2158","PDS-11054","DESA"
"2159","PDS-11065","DESA"
"2160","PDS-11066","KELURAHAN"
"2161","PDS-11070","DESA"
"2162","PDS-11084","KELURAHAN"
"2163","PDS-11085","KELURAHAN"
"2164","PDS-11088","DESA"
"2165","PDS-11089","DESA"
"2166","PDS-11094","DESA"
"2167","PDS-11095","DESA"
"2168","PDS-11102","DESA"
"2169","PDS-11105","DESA"
"2170","PDS-11109","DESA"
"2171","PDS-11112","KELURAHAN"
"2172","PDS-11117","DESA"
"2173","PDS-11121","DESA"
"2174","PDS-11123","DESA"
"2175","PDS-11129","DESA"
"2176","PDS-11131","DESA"
"2177","PDS-11139","DESA"
"2178","PDS-11152","DESA"
"2179","PDS-11155","DESA"
"2180","PDS-11157","DESA"
"2181","PDS-11158","DESA"
"2182","PDS-11165","DESA"
"2183","PDS-11167","KELURAHAN"
"2184","PDS-11169","DESA"
"2185","PDS-11170","DESA"
"2186","PDS-11172","DESA"
"2187","PDS-11173","DESA"
"2188","PDS-11174","DESA"
"2189","PDS-11175","DESA"
"2190","PDS-11182","DESA"
"2191","PDS-11183","KELURAHAN"
"2192","PDS-11186","DESA"
"2193","PDS-11187","DESA"
"2194","PDS-11191","KELURAHAN"
"2195","PDS-11206","DESA"
"2196","PDS-11208","DESA"
"2197","PDS-11235","DESA"
"2198","PDS-11241","DESA"
"2199","PDS-11247","DESA"
"2200","PDS-11253","KELURAHAN"
"2201","PDS-11255","DESA"
"2202","PDS-11261","DESA"
"2203","PDS-11262","KELURAHAN"
"2204","PDS-11272","DESA"
"2205","PDS-11281","DESA"
"2206","PDS-11282","KELURAHAN"
"2207","PDS-11285","DESA"
"2208","PDS-11297","DESA"
"2209","PDS-11303","DESA"
"2210","PDS-11304","DESA"
"2211","PDS-11309","KELURAHAN"
"2212","PDS-11311","DESA"
"2213","PDS-11313","KELURAHAN"
"2214","PDS-11315","DESA"
"2215","PDS-11329","DESA"
"2216","PDS-11330","KELURAHAN"
"2217","PDS-11337","DESA"
"2218","PDS-11339","DESA"
"2219","PDS-11345","DESA"
"2220","PDS-11350","KELURAHAN"
"2221","PDS-11363","DESA"
"2222","PDS-11364","DESA"
"2223","PDS-11372","DESA"
"2224","PDS-11373","KELURAHAN"
"2225","PDS-11382","DESA"
"2226","PDS-11383","KELURAHAN"
"2227","PDS-11384","DESA"
"2228","PDS-11391","DESA"
"2229","PDS-11395","DESA"
"2230","PDS-11398","DESA"
"2231","PDS-11408","DESA"
"2232","PDS-11412","DESA"
"2233","PDS-11414","DESA"
"2234","PDS-11422","DESA"
"2235","PDS-11426","KELURAHAN"
"2236","PDS-11432","DESA"
"2237","PDS-11436","DESA"
"2238","PDS-11440","DESA"
"2239","PDS-11443","DESA"
"2240","PDS-11448","DESA"
"2241","PDS-11471","DESA"
"2242","PDS-11474","DESA"
"2243","PDS-11476","DESA"
"2244","PDS-11478","DESA"
"2245","PDS-11480","DESA"
"2246","PDS-11484","DESA"
"2247","PDS-11486","KELURAHAN"
"2248","PDS-11487","KELURAHAN"
"2249","PDS-11494","KELURAHAN"
"2250","PDS-11495","KELURAHAN"
"2251","PDS-11511","DESA"
"2252","PDS-11516","DESA"
"2253","PDS-11517","DESA"
"2254","PDS-11529","DESA"
"2255","PDS-11531","DESA"
"2256","PDS-11532","KELURAHAN"
"2257","PDS-11535","DESA"
"2258","PDS-11537","KELURAHAN"
"2259","PDS-11544","KELURAHAN"
"2260","PDS-11547","DESA"
"2261","PDS-11556","KELURAHAN"
"2262","PDS-11557","DESA"
"2263","PDS-11560","DESA"
"2264","PDS-11562","KELURAHAN"
"2265","PDS-11564","DESA"
"2266","PDS-11566","DESA"
"2267","PDS-11578","DESA"
"2268","PDS-11581","DESA"
"2269","PDS-11590","DESA"
"2270","PDS-11591","DESA"
"2271","PDS-11594","DESA"
"2272","PDS-11596","DESA"
"2273","PDS-11600","KELURAHAN"
"2274","PDS-11602","DESA"
"2275","PDS-11614","DESA"
"2276","PDS-11619","KELURAHAN"
"2277","PDS-11638","DESA"
"2278","PDS-11640","DESA"
"2279","PDS-11642","DESA"
"2280","PDS-11646","KELURAHAN"
"2281","PDS-11650","KELURAHAN"
"2282","PDS-11654","DESA"
"2283","PDS-11658","DESA"
"2284","PDS-11665","DESA"
"2285","PDS-11668","DESA"
"2286","PDS-11670","DESA"
"2287","PDS-11677","KELURAHAN"
"2288","PDS-11684","DESA"
"2289","PDS-11685","KELURAHAN"
"2290","PDS-11692","DESA"
"2291","PDS-11693","DESA"
"2292","PDS-11695","DESA"
"2293","PDS-11696","KELURAHAN"
"2294","PDS-11701","KELURAHAN"
"2295","PDS-11705","DESA"
"2296","PDS-11706","DESA"
"2297","PDS-11708","DESA"
"2298","PDS-11714","DESA"
"2299","PDS-11715","DESA"
"2300","PDS-11719","KELURAHAN"
"2301","PDS-11723","DESA"
"2302","PDS-11738","DESA"
"2303","PDS-11739","DESA"
"2304","PDS-11740","DESA"
"2305","PDS-11746","DESA"
"2306","PDS-11749","DESA"
"2307","PDS-11750","DESA"
"2308","PDS-11755","DESA"
"2309","PDS-11756","KELURAHAN"
"2310","PDS-11758","DESA"
"2311","PDS-11764","DESA"
"2312","PDS-11768","KELURAHAN"
"2313","PDS-11775","KELURAHAN"
"2314","PDS-11778","DESA"
"2315","PDS-11780","DESA"
"2316","PDS-11788","KELURAHAN"
"2317","PDS-11802","DESA"
"2318","PDS-11804","DESA"
"2319","PDS-11815","DESA"
"2320","PDS-11822","DESA"
"2321","PDS-11825","KELURAHAN"
"2322","PDS-11827","DESA"
"2323","PDS-11830","DESA"
"2324","PDS-11835","KELURAHAN"
"2325","PDS-11836","DESA"
"2326","PDS-11838","DESA"
"2327","PDS-11850","DESA"
"2328","PDS-11852","DESA"
"2329","PDS-11856","DESA"
"2330","PDS-11862","DESA"
"2331","PDS-11866","KELURAHAN"
"2332","PDS-11868","DESA"
"2333","PDS-11871","DESA"
"2334","PDS-11872","DESA"
"2335","PDS-11874","DESA"
"2336","PDS-11875","KELURAHAN"
"2337","PDS-11890","DESA"
"2338","PDS-11895","DESA"
"2339","PDS-11906","KELURAHAN"
"2340","PDS-11909","DESA"
"2341","PDS-11917","DESA"
"2342","PDS-11919","DESA"
"2343","PDS-11923","KELURAHAN"
"2344","PDS-11928","DESA"
"2345","PDS-11930","DESA"
"2346","PDS-11939","DESA"
"2347","PDS-11940","DESA"
"2348","PDS-11945","DESA"
"2349","PDS-11949","DESA"
"2350","PDS-11950","DESA"
"2351","PDS-11951","DESA"
"2352","PDS-11952","DESA"
"2353","PDS-11955","DESA"
"2354","PDS-11957","DESA"
"2355","PDS-11965","DESA"
"2356","PDS-11970","DESA"
"2357","PDS-11971","KELURAHAN"
"2358","PDS-11972","DESA"
"2359","PDS-11990","DESA"
"2360","PDS-11993","KELURAHAN"
"2361","PDS-11997","DESA"
"2362","PDS-12000","DESA"
"2363","PDS-12002","DESA"
"2364","PDS-12004","KELURAHAN"
"2365","PDS-12014","DESA"
"2366","PDS-12016","DESA"
"2367","PDS-12022","DESA"
"2368","PDS-12032","DESA"
"2369","PDS-12040","DESA"
"2370","PDS-12041","DESA"
"2371","PDS-12044","DESA"
"2372","PDS-12046","DESA"
"2373","PDS-12047","DESA"
"2374","PDS-12049","KELURAHAN"
"2375","PDS-12058","DESA"
"2376","PDS-12068","DESA"
"2377","PDS-12076","DESA"
"2378","PDS-12081","DESA"
"2379","PDS-12088","KELURAHAN"
"2380","PDS-12090","DESA"
"2381","PDS-12092","DESA"
"2382","PDS-12097","KELURAHAN"
"2383","PDS-12101","KELURAHAN"
"2384","PDS-12110","DESA"
"2385","PDS-12113","DESA"
"2386","PDS-12116","DESA"
"2387","PDS-12128","DESA"
"2388","PDS-12131","DESA"
"2389","PDS-12133","DESA"
"2390","PDS-12145","DESA"
"2391","PDS-12146","DESA"
"2392","PDS-12150","DESA"
"2393","PDS-12151","DESA"
"2394","PDS-12156","DESA"
"2395","PDS-12159","KELURAHAN"
"2396","PDS-12162","KELURAHAN"
"2397","PDS-12169","KELURAHAN"
"2398","PDS-12174","DESA"
"2399","PDS-12175","DESA"
"2400","PDS-12176","DESA"
"2401","PDS-12179","DESA"
"2402","PDS-12181","KELURAHAN"
"2403","PDS-12183","DESA"
"2404","PDS-12184","DESA"
"2405","PDS-12186","DESA"
"2406","PDS-12193","DESA"
"2407","PDS-12198","DESA"
"2408","PDS-12200","DESA"
"2409","PDS-12202","DESA"
"2410","PDS-12207","KELURAHAN"
"2411","PDS-12208","DESA"
"2412","PDS-12209","DESA"
"2413","PDS-12220","DESA"
"2414","PDS-12227","DESA"
"2415","PDS-12233","KELURAHAN"
"2416","PDS-12235","DESA"
"2417","PDS-12237","DESA"
"2418","PDS-12238","DESA"
"2419","PDS-12250","DESA"
"2420","PDS-12252","DESA"
"2421","PDS-12254","DESA"
"2422","PDS-12255","KELURAHAN"
"2423","PDS-12259","DESA"
"2424","PDS-12261","KELURAHAN"
"2425","PDS-12266","DESA"
"2426","PDS-12276","KELURAHAN"
"2427","PDS-12279","DESA"
"2428","PDS-12290","DESA"
"2429","PDS-12298","DESA"
"2430","PDS-12299","DESA"
"2431","PDS-12307","KELURAHAN"
"2432","PDS-12313","DESA"
"2433","PDS-12317","DESA"
"2434","PDS-12324","KELURAHAN"
"2435","PDS-12328","DESA"
"2436","PDS-12329","DESA"
"2437","PDS-12330","DESA"
"2438","PDS-12331","KELURAHAN"
"2439","PDS-12337","DESA"
"2440","PDS-12338","DESA"
"2441","PDS-12339","DESA"
"2442","PDS-12343","DESA"
"2443","PDS-12346","KELURAHAN"
"2444","PDS-12356","DESA"
"2445","PDS-12357","KELURAHAN"
"2446","PDS-12361","KELURAHAN"
"2447","PDS-12374","KELURAHAN"
"2448","PDS-12381","DESA"
"2449","PDS-12384","DESA"
"2450","PDS-12392","DESA"
"2451","PDS-12395","KELURAHAN"
"2452","PDS-12412","DESA"
"2453","PDS-12414","DESA"
"2454","PDS-12416","DESA"
"2455","PDS-12419","DESA"
"2456","PDS-12425","DESA"
"2457","PDS-12449","KELURAHAN"
"2458","PDS-12450","DESA"
"2459","PDS-12453","KELURAHAN"
"2460","PDS-12454","DESA"
"2461","PDS-12465","DESA"
"2462","PDS-12467","DESA"
"2463","PDS-12469","KELURAHAN"
"2464","PDS-12474","DESA"
"2465","PDS-12475","DESA"
"2466","PDS-12486","DESA"
"2467","PDS-12498","KELURAHAN"
"2468","PDS-12501","DESA"
"2469","PDS-12503","DESA"
"2470","PDS-12505","DESA"
"2471","PDS-12509","DESA"
"2472","PDS-12513","KELURAHAN"
"2473","PDS-12534","DESA"
"2474","PDS-12542","DESA"
"2475","PDS-12577","DESA"
"2476","PDS-12583","DESA"
"2477","PDS-12584","DESA"
"2478","PDS-12589","DESA"
"2479","PDS-12593","DESA"
"2480","PDS-12596","DESA"
"2481","PDS-12601","KELURAHAN"
"2482","PDS-12603","DESA"
"2483","PDS-12606","DESA"
"2484","PDS-12608","DESA"
"2485","PDS-12612","KELURAHAN"
"2486","PDS-12626","DESA"
"2487","PDS-12639","DESA"
"2488","PDS-12641","DESA"
"2489","PDS-12642","DESA"
"2490","PDS-12648","DESA"
"2491","PDS-12652","KELURAHAN"
"2492","PDS-12653","DESA"
"2493","PDS-12667","DESA"
"2494","PDS-12677","KELURAHAN"
"2495","PDS-12678","DESA"
"2496","PDS-12683","KELURAHAN"
"2497","PDS-12686","DESA"
"2498","PDS-12687","KELURAHAN"
"2499","PDS-12689","DESA"
"2500","PDS-12694","KELURAHAN"
"2501","PDS-12708","DESA"
"2502","PDS-12714","DESA"
"2503","PDS-12719","DESA"
"2504","PDS-12722","DESA"
"2505","PDS-12723","DESA"
"2506","PDS-12729","KELURAHAN"
"2507","PDS-12733","DESA"
"2508","PDS-12738","DESA"
"2509","PDS-12743","DESA"
"2510","PDS-12744","KELURAHAN"
"2511","PDS-12758","DESA"
"2512","PDS-12764","KELURAHAN"
"2513","PDS-12766","DESA"
"2514","PDS-12769","KELURAHAN"
"2515","PDS-12772","KELURAHAN"
"2516","PDS-12773","DESA"
"2517","PDS-12774","DESA"
"2518","PDS-12776","DESA"
"2519","PDS-12783","DESA"
"2520","PDS-12791","DESA"
"2521","PDS-12804","KELURAHAN"
"2522","PDS-12809","DESA"
"2523","PDS-12813","KELURAHAN"
"2524","PDS-12817","DESA"
"2525","PDS-12820","DESA"
"2526","PDS-12821","KELURAHAN"
"2527","PDS-12829","KELURAHAN"
"2528","PDS-12836","KELURAHAN"
"2529","PDS-12840","DESA"
"2530","PDS-12852","DESA"
